연도,학제,학교명,학교상태,본분교,시도,시군구,설립,주야구분,주소,우편번호,전화번호,팩스번호,홈페이지,입학정원,지원자,입학자
2019,대학교,강원대학교,기존,본교,강원,강원 춘천시,국립,주간,"강원도 춘천시 강원대학길 1 (효자동, 강원대학교)",24341,033-250-6114,033-251-9556,www.kangwon.ac.kr/,2958 ,22236 ,3175 
2019,대학교,강원대학교,기존,제2캠퍼스,강원,강원 삼척시,국립,주간,"강원도 삼척시 중앙로 346 (교동, 강원대학교삼척캠퍼스)",25913,033-570-6114,033-572-8620,www.kangwon.ac.kr/,1529 ,10080 ,1629 
2019,일반대학원,강원대학교일반대학원,기존,본교,강원,강원 춘천시,국립,주간,"강원도 춘천시 강원대학길 1 (효자동, 강원대학교)",24341,033-250-8991,033-259-5527,graduate.kangwon.ac.kr/index.php,841 ,1301 ,887 
2019,특수대학원,강원대학교 경영대학원,기존,본교,강원,강원 춘천시,국립,야간,"강원도 춘천시 강원대학길 1 (효자동, 강원대학교)",24341,033-250-6102,033-259-5530,gsba.kangwon.ac.kr/,57 ,32 ,25 
2019,특수대학원,강원대학교교육대학원,기존,본교,강원,강원 춘천시,국립,야간+계절제,"강원도 춘천시 강원대학길 1 (효자동, 강원대학교)",24341,033-250-6609,033-259-5590,edugradu.kangwon.ac.kr/,200 ,192 ,65 
2019,특수대학원,강원대학교 산업과학대학원,기존,제2캠퍼스,강원,강원 삼척시,국립,야간,"강원도 삼척시 중앙로 346 (교동, 강원대학교삼척캠퍼스)",25913,033-570-6502,033-570-6501,college.kangwon.ac.kr/industry/main.jsp,46 ,38 ,30 
2019,특수대학원,강원대학교산업대학원,기존,본교,강원,강원 춘천시,국립,야간,"강원도 춘천시 강원대학길 1 (효자동, 강원대학교)",24341,033-250-6209,033-256-3566,gsi.kangwon.ac.kr/,62 ,29 ,25 
2019,전문대학원,강원대학교법학전문대학원,기존,본교,강원,강원 춘천시,국립,주간,"강원도 춘천시 강원대학길 1 (효자동, 강원대학교)",24341,033-250-6510,033-259-5683,law.kangwon.ac.kr/,40 ,214 ,42 
2019,전문대학원,강원대학교 의학전문대학원,기존,본교,강원,강원 춘천시,국립,주간,"강원도 춘천시 강원대학길 1 (효자동, 강원대학교)",24341,033-250-8802,033-259-5635,smed.kangwon.ac.kr/smed/index.html,49 ,448 ,49 
2019,특수대학원,강원대학교 정보과학ㆍ행정대학원,기존,본교,강원,강원 춘천시,국립,야간,"강원도 춘천시 강원대학길 1 (효자동, 강원대학교)",24341,033-250-6809,033-259-5605,information.kangwon.ac.kr/,85 ,46 ,40 
2019,전문대학원,강원대학교 법무전문대학원,기존,본교,강원,강원 춘천시,국립,주간,"강원도 춘천시 강원대학길 1 (효자동, 강원대학교)",24341,033-250-6510,033-241-6503,www.kangwonlaw.ac.kr/,0 ,0 ,0 
2019,전문대학원,강원대학교 방재전문대학원,기존,제2캠퍼스,강원,강원 삼척시,국립,주간,"강원도 삼척시 중앙로 346 (교동, 강원대학교삼척캠퍼스)",25913,033-570-6468,033-570-6301,college.kangwon.ac.kr/prevention/main.jsp,25 ,27 ,25 
2019,특수대학원,강원대학교 녹색생명산업정책대학원,기존,본교,강원,강원 춘천시,국립,야간,"강원도 춘천시 강원대학길 1 (효자동, 강원대학교)",24341,033-250-6406,033-250-5556,glip.kangwon.ac.kr/,30 ,26 ,23 
2019,대학교,경북대학교,기존,본교,대구,대구 북구,국립,주간,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",41566,053-950-5114        ,,www.knu.ac.kr,4614 ,54106 ,5024 
2019,일반대학원,경북대학교 일반대학원,기존,본교,대구,대구 북구,국립,주간,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",41566,053-950-6003        ,,http://grad.knu.ac.kr,1761 ,2363 ,1613 
2019,특수대학원,경북대학교 경영대학원,기존,본교,대구,대구 북구,국립,야간,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",41566,053-950-5403        ,053-950-5405        ,http://cec.knu.ac.kr/main01.asp,120 ,149 ,123 
2019,특수대학원,경북대학교 교육대학원,기존,본교,대구,대구 북구,국립,야간,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",41566,053-950-6124        ,053-950-6801        ,http://gse.knu.ac.kr,270 ,536 ,220 
2019,특수대학원,경북대학교 국제대학원,기존,본교,대구,대구 북구,국립,야간,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",41566,053-950-5103     ,053-950-6101        ,http://gsis.knu.ac.kr,30 ,62 ,35 
2019,특수대학원,경북대학교 보건대학원,기존,본교,대구,대구 중구,국립,야간,"대구광역시 중구 국채보상로 680 (동인동2가, 경북대학교의과대학)",41944,053-420-4872,053-421-1695,http://health.knu.ac.kr,40 ,78 ,40 
2019,특수대학원,경북대학교 산업대학원,기존,본교,대구,대구 북구,국립,야간,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",41566,053-950-6143        ,053-958-5054        ,http://ind.knu.ac.kr,86 ,132 ,90 
2019,특수대학원,경북대학교 정책정보대학원,기존,본교,대구,대구 북구,국립,야간,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",41566,053-950-5203        ,053-950-5205        ,http://social.knu.ac.kr/HOME/coss/sub.htm?nav_code=cos1466989409,70 ,93 ,72 
2019,특수대학원,경북대학교 행정대학원,기존,본교,대구,대구 북구,국립,야간,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",41566,053-950-6128,053-950-5454        ,http://webbuild.knu.ac.kr/~gspa,70 ,84 ,62 
2019,특수대학원,경북대학교 과학기술대학원,기존,본교,경북,경북 상주시,국립,야간,"경상북도 상주시 경상대로 2559 (가장동, 경북대학교상주캠퍼스)",37224,054-530-1502,054-530-1590 ,http://seoksa.knu.ac.kr,59 ,51 ,40 
2019,전문대학원,경북대학교 법학전문대학원,기존,본교,대구,대구 북구,국립,주간,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",41566,053-950-5456,053-950-5455        ,http://lawschool.knu.ac.kr,130 ,474 ,139 
2019,특수대학원,경북대학교 수사과학대학원,기존,본교,대구,대구 중구,국립,야간,"대구광역시 중구 국채보상로 680 (동인동2가, 경북대학교의과대학)",41944,053-420-4886        ,053-422-4712       ,knu.ac.kr/wbbs/wbbs/contents/index.action?menu_url=edu/school04_02&menu_idx=41,30 ,104 ,31 
2019,전문대학원,경북대학교 의학전문대학원,기존,본교,대구,대구 중구,국립,주간,"대구광역시 중구 국채보상로 680 (동인동2가, 경북대학교의과대학)",41944,053-420-4910   ,053-422-9195,http://med.knu.ac.kr,0 ,0 ,0 
2019,전문대학원,경북대학교 치의학전문대학원,기존,본교,대구,대구 중구,국립,주간,"대구광역시 중구 달구벌대로 2177 (삼덕동2가, 경북대학교치의학전문대학원)",41940,053-660-6804,053-425-6025        ,http://dent.knu.ac.kr,0 ,0 ,0 
2019,특수대학원,경북대학교 농업생명융합대학원,기존,본교,대구,대구 북구,국립,야간,"대구광역시 북구 대학로 80 (산격동, 경북대학교)",41566,053-950-5704        ,053-950-6701      ,http://www.knu.ac.kr,30 ,30 ,23 
2019,대학교,경상대학교,기존,본교,경남,경남 진주시,국립,주간,"경상남도 진주시 진주대로 501 (가좌동, 경상대학교)",52828,055-772-0114,055-772-0359,"www.gnu.ac.kr		",3032 ,20263 ,3326 
2019,일반대학원,경상대학교 대학원,기존,본교,경남,경남 진주시,국립,주간,"경상남도 진주시 진주대로 501 (가좌동, 경상대학교)",52828,055-772-0087       ,055-772-0089        ,graduate.gnu.ac.kr,705 ,969 ,709 
2019,특수대학원,경상대학교 경영대학원,기존,본교,경남,경남 진주시,국립,야간,"경상남도 진주시 진주대로 501 (가좌동, 경상대학교)",52828,055-772-1504        ,055-772-1505        ,bizone.gnu.ac.kr,60 ,28 ,26 
2019,특수대학원,경상대학교 교육대학원,기존,본교,경남,경남 진주시,국립,야간,"경상남도 진주시 진주대로 501 (가좌동, 경상대학교)",52828,055-772-2015        ,055-772-2119        ,gradedu.gnu.ac.kr,215 ,146 ,129 
2019,특수대학원,경상대학교 보건대학원,기존,본교,경남,경남 진주시,국립,야간,"경상남도 진주시 진주대로816번길 15 (주약동, 경상대학교간호대학)",52727,055-772-8208        ,055-772-8209        ,health.gnu.ac.kr,20 ,22 ,20 
2019,특수대학원,경상대학교 행정대학원,기존,본교,경남,경남 진주시,국립,야간,"경상남도 진주시 진주대로 501 (가좌동, 경상대학교)",52828,055-772-1204  ,055-772-1219        ,padm.gnu.ac.kr,46 ,54 ,45 
2019,전문대학원,경상대학교 의학전문대학원,폐교,본교,경남,경남 진주시,국립,주간,"경상남도 진주시 진주대로816번길 15 (주약동, 경상대학교의학전문대학원)",52727,055-772-8008,055-772-8013        ,medicine.gnu.ac.kr,0 ,0 ,0 
2019,특수대학원,경상대학교 융합과학기술대학원,기존,본교,경남,경남 진주시,국립,야간,"경상남도 진주시 진주대로 501 (가좌동, 경상대학교)",52828,055-772-1608        ,055-772-1619        ,sanup.gnu.ac.kr,56 ,37 ,27 
2019,특수대학원,경상대학교 항공우주특성화대학원,기존,본교,경남,경남 진주시,국립,주야간,"경상남도 진주시 진주대로 501 (가좌동, 경상대학교)",52828,055-772-1608        ,055-772-1619        ,sgsae.gnu.ac.kr/main/,28 ,28 ,27 
2019,특수대학원,경상대학교 토지주택대학원,기존,본교,경남,경남 진주시,국립,야간,"경상남도 진주시 진주대로 501 (가좌동, 경상대학교)",52828,055-772-1608,055-772-1619,lh.gnu.ac.kr,25 ,18 ,11 
2019,대학교,공주대학교,기존,본교,충남,충남 공주시,국립,주간,"충청남도 공주시 공주대학로 56 (신관동, 공주대학교)",32588,041-850-8114        ,,http://www.kongju.ac.kr/,2730 ,25899 ,3173 
2019,일반대학원,공주대학교대학원,기존,본교,충남,충남 공주시,국립,주간,"충청남도 공주시 공주대학로 56 (신관동, 공주대학교)",32588,041-850-8114        ,041-850-8410        ,host.kongju.ac.kr/graduate/main/,631 ,1007 ,627 
2019,특수대학원,공주대학교경영행정대학원,기존,본교,충남,충남 공주시,국립,야간,"충청남도 공주시 공주대학로 56 (신관동, 공주대학교)",32588,041-850-8352        ,041-850-8355        ,gbpa.kongju.ac.kr/main/main.php,43 ,40 ,29 
2019,특수대학원,공주대학교교육대학원,기존,본교,충남,충남 공주시,국립,야간+계절제,"충청남도 공주시 공주대학로 56 (신관동, 공주대학교)",32588,041-850-8159        ,041-850-8165        ,host.kongju.ac.kr/grad/,242 ,557 ,229 
2019,특수대학원,공주대학교산업과학대학원,기존,본교,충남,충남 예산군,국립,야간,"충청남도 예산군 예산읍 대학로 54 (대회리, 공주대학교산업과학대학)",32439,041-330-1011,,gsis.kongju.ac.kr/,34 ,32 ,32 
2019,특수대학원,공주대학교특수교육대학원,기존,본교,충남,충남 공주시,국립,야간,"충청남도 공주시 공주대학로 56 (신관동, 공주대학교)",32588,041-850-8409        ,041-850-8410        ,special.kongju.ac.kr/main/index.action,70 ,150 ,69 
2019,특수대학원,공주대학교 안보과학대학원,기존,본교,충남,충남 공주시,국립,야간,"충청남도 공주시 공주대학로 56 (신관동, 공주대학교)",32588,041-850-8166        ,041-850-8410        ,ss.kongju.ac.kr/main/index.action,40 ,29 ,27 
2019,특수대학원,공주대학교 문화유산대학원,기존,본교,충남,충남 공주시,국립,야간,"충청남도 공주시 공주대학로 56 (신관동, 공주대학교)",32588,041-850-8141,041-850-8410        ,heritage.kongju.ac.kr/main/index.action,30 ,34 ,26 
2019,특수대학원,공주대학교 테크노융합대학원,기존,본교,충남,충남 천안시,국립,야간,"충청남도 천안시 서북구 천안대로 1223-24 (부대동, 공주대학교천안공과대학)",31080,041-521-9078,041-521-9079,technology.kongju.ac.kr,29 ,33 ,28 
2019,대학교,군산대학교,기존,본교,전북,전북 군산시,국립,주간,"전라북도 군산시 대학로 558 (미룡동, 군산대학교)",54150,063-469-4113        ,,www.kunsan.ac.kr/index.kunsan,1735 ,9528 ,1848 
2019,일반대학원,군산대학교대학원,기존,본교,전북,전북 군산시,국립,주간,"전라북도 군산시 대학로 558 (미룡동, 군산대학교)",54150,063-469-4171        ,,www.kunsan.ac.kr/index.kunsan,218 ,402 ,279 
2019,특수대학원,군산대학교경영행정대학원,기존,본교,전북,전북 군산시,국립,야간,"전라북도 군산시 대학로 558 (미룡동, 군산대학교)",54150,063-469-4447        ,,www.kunsan.ac.kr/index.kunsan,30 ,10 ,8 
2019,특수대학원,군산대학교교육대학원,기존,본교,전북,전북 군산시,국립,야간,"전라북도 군산시 대학로 558 (미룡동, 군산대학교)",54150,063-469-4306        ,   ,www.kunsan.ac.kr/index.kunsan,162 ,108 ,81 
2019,특수대학원,군산대학교산업대학원,기존,본교,전북,전북 군산시,국립,야간,"전라북도 군산시 대학로 558 (미룡동, 군산대학교)",54150,063-469-4675        ,,www.kunsan.ac.kr/index.kunsan,50 ,35 ,28 
2019,대학교,금오공과대학교,기존,본교,경북,경북 구미시,국립,주야간,"경상북도 구미시 대학로 61 (양호동, 금오공과대학교)",39177,054-478-7114        ,054-478-7100        ,www.kumoh.ac.kr,1206 ,8416 ,1308 
2019,일반대학원,금오공과대학교대학원,기존,본교,경북,경북 구미시,국립,주간,"경상북도 구미시 대학로 61 (양호동, 금오공과대학교)",39177,054-478-7014~7015   ,054-478-7020        ,cam.kumoh.ac.kr,204 ,340 ,187 
2019,특수대학원,금오공과대학교교육대학원,기존,본교,경북,경북 구미시,국립,야간,"경상북도 구미시 대학로 61 (양호동, 금오공과대학교)",39177,054-478-7014~7015   ,054-478-7020        ,edu.kumoh.ac.kr,50 ,29 ,21 
2019,특수대학원,금오공과대학교산업대학원,기존,본교,경북,경북 구미시,국립,야간,"경상북도 구미시 대학로 61 (양호동, 금오공과대학교)",39177,054-478-7014~7015   ,054-478-7020        ,tec.kumoh.ac.kr,78 ,62 ,47 
2019,특수대학원,금오공과대학교 컨설팅대학원,기존,본교,경북,경북 구미시,국립,주간,"경상북도 구미시 대학로 61 (양호동, 금오공과대학교)",39177,054-478-7016,054-478-7020        ,con.kumoh.ac.kr,32 ,26 ,18 
2019,대학교,목포대학교,기존,본교,전남,전남 무안군,국립,주간,"전라남도 무안군 청계면 영산로 1666 (도림리, 목포대학교)",58554,061-450-2114        ,061-452-4793        ,www.mokpo.ac.kr,1576 ,10873 ,1665 
2019,일반대학원,목포대학교대학원,기존,본교,전남,전남 무안군,국립,주간,"전라남도 무안군 청계면 영산로 1666 (도림리, 목포대학교)",58554,061-450-2114        ,061-452-4793        ,www.mokpo.ac.kr,297 ,296 ,248 
2019,특수대학원,목포대학교경영행정대학원,기존,본교,전남,전남 무안군,국립,야간,"전라남도 무안군 삼향읍 남악로 190 (남악리, 목포대학교교육지원센타)",58579,061-450-2114        ,061-452-4793        ,www.mokpo.ac.kr,50 ,58 ,54 
2019,특수대학원,목포대학교 교육대학원,기존,본교,전남,전남 무안군,국립,주간,"전라남도 무안군 청계면 영산로 1666 (도림리, 목포대학교)",58554,061-450-2114        ,061-452-4793        ,www.mokpo.ac.kr,170 ,113 ,92 
2019,특수대학원,목포대학교산업기술대학원,기존,본교,전남,전남 무안군,국립,야간,"전라남도 무안군 청계면 영산로 1666 (도림리, 목포대학교)",58554,061-450-2114        ,061-452-4793        ,www.mokpo.ac.kr,26 ,24 ,15 
2019,대학교,목포해양대학교,기존,본교,전남,전남 목포시,국립,주간,"전라남도 목포시 해양대학로 91 (죽교동, 목포해양대학교)",58628,061-240-7114        ,061-240-7853,www.mmu.ac.kr,691 ,2982 ,737 
2019,일반대학원,목포해양대학교대학원,기존,본교,전남,전남 목포시,국립,주간,"전라남도 목포시 해양대학로 91 (죽교동, 목포해양대학교)",58628,061-240-7114        ,061-242-5176        ,www.mmu.ac.kr,51 ,53 ,40 
2019,특수대학원,목포해양대학교해양산업대학원,기존,본교,전남,전남 목포시,국립,야간,"전라남도 목포시 해양대학로 91 (죽교동, 목포해양대학교)",58628,061-240-7114        ,061-242-5176        ,www.mmu.ac.kr,12 ,2 ,2 
2019,대학교,부경대학교,기존,본교,부산,부산 남구,국립,주야간,"부산광역시 남구 용소로 45 (대연동, 부경대학교대연캠퍼스)",48513,051-629-4114        ,051-629-5119 ,www.pknu.ac.kr,3270 ,22868 ,3636 
2019,일반대학원,부경대학교대학원,기존,본교,부산,부산 남구,국립,주간,"부산광역시 남구 용소로 45 (대연동, 부경대학교대연캠퍼스)",48513,051-629-5191 ,051-629-5195,graduate.pknu.ac.kr,697 ,1012 ,703 
2019,특수대학원,부경대학교 경영대학원,기존,본교,부산,부산 남구,국립,야간,"부산광역시 남구 용소로 45 (대연동, 부경대학교대연캠퍼스)",48513,051-629-5705,051-629-5710,cms.pknu.ac.kr/cbais/main.do,130 ,110 ,86 
2019,특수대학원,부경대학교 교육대학원,기존,본교,부산,부산 남구,국립,야간,"부산광역시 남구 용소로 45 (대연동, 부경대학교대연캠퍼스)",48513,051-629-5508,051-629-5514        ,pknuedu.pknu.ac.kr,200 ,252 ,133 
2019,특수대학원,부경대학교 국제대학원,기존,본교,부산,부산 남구,국립,야간,"부산광역시 남구 용소로 45 (대연동, 부경대학교대연캠퍼스)",48513,,,cms.pknu.ac.kr/gsis,70 ,84 ,60 
2019,특수대학원,부경대학교 산업대학원,기존,본교,부산,부산 남구,국립,야간,"부산광역시 남구 용소로 45 (대연동, 부경대학교대연캠퍼스)",48513,051-629-6047,,coe.pknu.ac.kr/sandae/index/index.asp,106 ,110 ,80 
2019,전문대학원,부경대학교 기술경영전문대학원,기존,본교,부산,부산 남구,국립,주간,"부산광역시 남구 신선로 365 (용당동, 부경대학교용당캠퍼스)",48547,051-629-5656,051-629-5659,mot.pknu.ac.kr,39 ,69 ,45 
2019,특수대학원,부경대학교 글로벌수산대학원,기존,본교,부산,부산 남구,국립,주야간,"부산광역시 남구 용소로 45 (대연동, 부경대학교대연캠퍼스)",48513,051-629-5806       ,5810,gsgf-k.pknu.ac.kr/00main/main.php,28 ,44 ,33 
2019,전문대학원,부경대학교 과학기술융합전문대학원,폐교,본교,부산,부산 남구,국립,주간,"부산광역시 남구 신선로 365 (용당동, 부경대학교용당캠퍼스)",48547,051-629-6862,051-629-6865,cms.pknu.ac.kr/sgsstc/main.do,0 ,0 ,0 
2019,특수대학원,부경대학교 세계수산대학원,기존,본교,부산,부산 남구,국립,주간,"부산광역시 남구 용소로 45 (대연동, 부경대학교대연캠퍼스)",48513,051-629-6682,051-629-6677,wfu.pknu.ac.kr,3 ,0 ,0 
2019,대학교,부산대학교,기존,본교,부산,부산 금정구,국립,주간,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",46241,051-512-0311        ,051-512-3368        ,www.pusan.ac.kr,4181 ,47464 ,4515 
2019,일반대학원,부산대학교 일반대학원,기존,본교,부산,부산 금정구,국립,주간,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",46241,051-510-1902      ,051-515-1902     ,graduate.pusan.ac.kr/graduate/index.do,2174 ,3333 ,2056 
2019,특수대학원,부산대학교 경영대학원,기존,본교,부산,부산 금정구,국립,야간,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",46241,051-510-1652        ,051-581-3144       ,cobman.pusan.ac.kr/,164 ,258 ,169 
2019,특수대학원,부산대학교 교육대학원,기존,본교,부산,부산 금정구,국립,야간,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",46241,051-510-1382        ,051-510-7672       ,www.gsedu.pusan.ac.kr,330 ,686 ,322 
2019,특수대학원,부산대학교 금융대학원,기존,본교,부산,부산 금정구,국립,주간,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",46241,051-510-1093,051-510-1099,http://his.pusan.ac.kr/gsf/index..do,25 ,70 ,44 
2019,특수대학원,부산대학교 산업대학원,기존,본교,부산,부산 금정구,국립,야간,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",46241,051-510-1391       ,051-514-0498        ,indu.pusan.ac.kr,116 ,129 ,91 
2019,특수대학원,부산대학교 행정대학원,기존,본교,부산,부산 금정구,국립,야간,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",46241,051-514-0480     ,051-515-6336        ,gspa.pusan.ac.kr,104 ,125 ,87 
2019,특수대학원,부산대학교 환경대학원,기존,본교,부산,부산 금정구,국립,야간,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",46241,051-510-1391   ,051-514-0498        ,pegr.pusan.ac.kr/pegr/index.do,20 ,42 ,22 
2019,전문대학원,부산대학교 한의학전문대학원,기존,본교,경남,경남 양산시,국립,주간,"경상남도 양산시 물금읍 부산대학로 49 (범어리, 부산대학교양산캠퍼스)",50612,051-510-8403        ,051-510-8420        ,kmed.pusan.ac.kr,64 ,596 ,61 
2019,전문대학원,부산대학교 국제전문대학원,기존,본교,부산,부산 금정구,국립,주간,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",46241,051-510-1663        ,051-581-7144        ,www.gsis.pusan.ac.kr,66 ,150 ,71 
2019,전문대학원,부산대학교 법학전문대학원,기존,본교,부산,부산 금정구,국립,주간,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",46241,051-510-1574        ,051-515-8648        ,law.pusan.ac.kr,127 ,369 ,137 
2019,전문대학원,부산대학교 의학전문대학원,기존,본교,경남,경남 양산시,국립,주간,"경상남도 양산시 물금읍 부산대학로 49 (범어리, 부산대학교양산캠퍼스)",50612,051-510-8004        ,051-510-8026        ,https://medicine.pusan.ac.kr/medicine/index.do,0 ,12 ,5 
2019,전문대학원,부산대학교 치의학전문대학원,기존,본교,경남,경남 양산시,국립,주간,"경상남도 양산시 물금읍 부산대학로 49 (범어리, 부산대학교양산캠퍼스)",50612,051-510-8206        ,051-510-8210        ,dent.pusan.ac.kr,85 ,782 ,85 
2019,특수대학원,부산대학교 경제통상대학원,기존,본교,부산,부산 금정구,국립,야간,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",46241,051-510-1654    ,051-510-7670        ,geit.pusan.ac.kr,60 ,62 ,51 
2019,특수대학원,부산대학교 기술창업대학원,기존,본교,부산,부산 금정구,국립,야간,"부산광역시 금정구 부산대학로63번길 2 (장전동, 부산대학교)",46241,051-510-1369,051-582-9833,technoent.pusan.ac.kr/technoent/index.do,26 ,39 ,27 
2019,대학교,서울대학교,기존,본교,서울,서울 관악구,국립대법인,주간,"서울특별시 관악구 관악로 1 (신림동, 서울대학교)",8826,02-880-5114         ,02-885-5272         ,www.snu.ac.kr,3130 ,22681 ,3393 
2019,일반대학원,서울대학교 대학원,기존,본교,서울,서울 관악구,국립대법인,주간,"서울특별시 관악구 관악로 1 (신림동, 서울대학교)",8826,02-880-5114         ,02-885-5272         ,http://www.snu.ac.kr/graduate-school,4292 ,6358 ,3674 
2019,전문대학원,서울대학교 국제대학원,기존,본교,서울,서울 관악구,국립대법인,주간,"서울특별시 관악구 관악로 1 (신림동, 서울대학교)",8826,02-880-8505         ,02-879-1496   ,gsis.snu.ac.kr,80 ,300 ,134 
2019,전문대학원,서울대학교 보건대학원,기존,본교,서울,서울 관악구,국립대법인,주야간,"서울특별시 관악구 관악로 1 (신림동, 서울대학교)",8826,02-880-2708         ,02-762-9105         ,health.snu.ac.kr,96 ,232 ,102 
2019,전문대학원,서울대학교 행정대학원,기존,본교,서울,서울 관악구,국립대법인,주야간,"서울특별시 관악구 관악로 1 (신림동, 서울대학교)",8826,02-880-5603         ,02-882-3998         ,gspa.snu.ac.kr,149 ,357 ,247 
2019,전문대학원,서울대학교 환경대학원,기존,본교,서울,서울 관악구,국립대법인,주간,"서울특별시 관악구 관악로 1 (신림동, 서울대학교)",8826,02-880-5642         ,02-886-7935         ,gses.snu.ac.kr,88 ,145 ,92 
2019,전문대학원,서울대학교 경영전문대학원,기존,본교,서울,서울 관악구,국립대법인,주간,"서울특별시 관악구 관악로 1 (신림동, 서울대학교)",8826,02-880-2551,02-878-0101,gsb.snu.ac.kr,100 ,259 ,167 
2019,전문대학원,서울대학교 법학전문대학원,기존,본교,서울,서울 관악구,국립대법인,주간,"서울특별시 관악구 관악로 1 (신림동, 서울대학교)",8826,02-880-7536,02-880-5560,law.snu.ac.kr,170 ,518 ,173 
2019,전문대학원,서울대학교 치의학대학원,기존,본교,서울,서울 종로구,국립대법인,주간,"서울특별시 종로구 대학로 103 (연건동, 서울대학교치과대학)",3080,02-740-8611         ,02-745-1907         ,dentistry.snu.ac.kr,90 ,381 ,85 
2019,전문대학원,서울대학교 의학대학원,폐교,본교,서울,서울 종로구,국립대법인,주간,"서울특별시 종로구 대학로 103 (연건동, 서울대학교 의과대학)",3080,02-740-8114         ,02-763-0962         ,medicine.snu.ac.kr,0 ,0 ,0 
2019,전문대학원,서울대학교 융합과학기술대학원,기존,본교,서울,서울 관악구,국립대법인,주간,"서울특별시 관악구 관악로 1 (신림동, 서울대학교)",8826,031-888-9125,031-888-9148,gscst.snu.ac.kr,139 ,215 ,99 
2019,전문대학원,서울대학교 국제농업기술대학원,기존,본교,강원,강원 평창군,국립대법인,주간,"강원도 평창군 대화면 평창대로 1447-1 (신리, 서울대그린바이오과학기술연구원)",25354,033-339-5680,033-339-5680,gsiat.snu.ac.kr,30 ,38 ,29 
